,Dance,Folk,Country,Classical music,Musical,Pop,Rock,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Entertainment spending,Clusters
936,2.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3
937,4.0,1.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4
938,2.0,5.0,1.0,5.0,1.0,4.0,5.0,4.0,1.0,3.0,5.0,5.0,1.0,5.0,2.0,4
939,4.0,1.0,4.0,5.0,3.0,4.0,4.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,0
941,3.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,1.0,4.0,0
942,5.0,3.0,2.0,4.0,1.0,4.0,2.0,1.0,3.0,5.0,3.0,3.0,3.0,5.0,2.0,4
944,3.0,3.0,2.0,4.0,3.0,5.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,0
945,5.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0,4.0,1.0,4.0,0
946,2.0,1.0,2.0,4.0,3.0,3.0,5.0,2.0,1.0,4.0,5.0,4.0,2.0,2.0,3.0,4
947,3.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,5
948,4.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,0
949,3.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,0
951,4.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,1.0,5.0,5.0,3
952,3.0,3.0,3.0,4.0,3.0,4.0,5.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,0
953,3.0,1.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,1.0,4.0,0
954,5.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,4.0,0
955,2.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1
956,3.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,4
957,2.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3
958,5.0,3.0,1.0,3.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3
959,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,4.0,3.0,1.0,2.0,2
960,4.0,4.0,1.0,5.0,1.0,3.0,5.0,3.0,3.0,5.0,2.0,5.0,1.0,1.0,2.0,2
961,4.0,4.0,1.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,0
962,3.0,4.0,4.0,5.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,1
963,4.0,3.0,3.0,5.0,1.0,5.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,4.0,5.0,0
964,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,2
965,5.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,3.0,2.0,5.0,2.0,5.0,4.0,1.0,0
966,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,3.0,4.0,1.0,5.0,5.0,1.0,5.0,4
967,2.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,0
968,3.0,2.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3
969,2.0,1.0,2.0,3.0,2.0,4.0,5.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,4.0,1
970,5.0,1.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,5.0,4.0,4.0,2.0,1.0,5.0,4
971,2.0,4.0,3.0,4.0,2.0,2.0,5.0,1.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4
972,3.0,3.0,3.0,3.0,4.0,3.0,5.0,1.0,3.0,3.0,5.0,5.0,3.0,2.0,2.0,2
973,2.0,5.0,5.0,4.0,5.0,2.0,5.0,1.0,4.0,5.0,2.0,3.0,1.0,1.0,2.0,1
974,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,5.0,3.0,4.0,4.0,2.0,2.0,4.0,2
975,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4
976,4.0,2.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,2.0,5.0,2.0,3.0,0
977,4.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,4.0,4.0,3
978,2.0,1.0,2.0,2.0,1.0,4.0,5.0,2.0,3.0,5.0,5.0,3.0,3.0,1.0,2.0,0
979,4.0,2.0,2.0,4.0,4.0,5.0,5.0,3.0,2.0,4.0,4.0,1.0,4.0,2.0,3.0,0
980,2.0,2.0,2.0,5.0,1.0,4.0,4.0,1.0,3.0,5.0,4.0,1.0,4.0,1.0,4.0,0
981,1.0,2.0,4.0,5.0,5.0,3.0,4.0,1.0,2.0,3.0,4.0,5.0,2.0,1.0,3.0,2
982,2.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,5.0,1.0,1.0,4.0,2
983,3.0,1.0,1.0,3.0,3.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,0
984,1.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,3.0,1
985,1.0,3.0,2.0,4.0,2.0,4.0,5.0,1.0,4.0,2.0,3.0,5.0,2.0,1.0,4.0,2
986,2.0,5.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4
989,3.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,5.0,5.0,3.0,0
990,2.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,1
991,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,5
992,4.0,1.0,4.0,4.0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,5.0,5.0,0
993,3.0,1.0,2.0,3.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,5
994,3.0,2.0,2.0,3.0,4.0,3.0,5.0,2.0,4.0,3.0,5.0,3.0,1.0,1.0,3.0,2
995,2.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,5.0,3.0,3
996,1.0,1.0,1.0,3.0,2.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,3
997,3.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,5.0,0
998,4.0,3.0,1.0,3.0,2.0,3.0,5.0,3.0,2.0,1.0,5.0,3.0,3.0,5.0,4.0,3
1000,3.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0
1001,5.0,1.0,2.0,1.0,4.0,4.0,3.0,4.0,3.0,1.0,4.0,1.0,2.0,3.0,3.0,5
1002,3.0,1.0,3.0,1.0,1.0,2.0,5.0,1.0,4.0,2.0,2.0,4.0,1.0,3.0,4.0,3
1003,4.0,3.0,2.0,2.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,0
1004,4.0,1.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,2.0,3.0,2.0,2.0,5.0,4.0,3
1005,5.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,3.0,3.0,3.0,4
1006,5.0,1.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,1.0,0
1007,1.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,5.0,1.0,1.0,2.0,3
1008,3.0,3.0,1.0,3.0,1.0,3.0,4.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,5.0,2
1009,4.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3
